False,False,True,False,True,False,False,True,False	34.114772,34.139402,34.137412,34.11572,33.977468,34.048013,33.940619,34.108833,33.989524,33.783047,34.039224,34.136306,34.063947
False,False,True,False,True,False,False,True,True	33.806708
False,False,True,False,True,True,False,False,False	36.64152,33.75462,36.303793,33.889605,34.1528,37.83726,34.162515,34.110845,34.364153,34.213049,34.207295,33.987945,33.92128,34.266389,34.502432,34.059281,34.159007,33.97803
False,False,True,False,True,True,False,False,True	35.279984,34.044271,33.874224,34.102119,38.336216,38.694081,32.579134,37.333851,33.634626,33.200369,36.248708,33.864622,41.405193,34.278967,34.601055
False,False,True,True,False,False,True,False,True	37.238758,39.342498,38.049292
False,True,False,False,True,False,False,True,False	37.794487,37.789168,37.419725,37.454924,34.146957,41.280341,37.57028,35.989792,35.930782,36.414611,34.224377,36.833002,37.996462,34.1692,36.456091,35.772244,40.186772,39.003358,38.014457,37.244307,39.279068,36.625792,34.074492,36.789213,36.523619,36.497895,36.814539,36.488056,34.050322,35.073777,37.62984,34.445239,37.734971,32.695681,34.737031,41.816595,33.21846,38.140719,35.690535,36.047414,35.939068,41.949216,35.38381,37.980057,37.556634,35.059695,37.386978,35.523991,36.315979,35.165668,35.097323,35.363339,38.608405,34.402343,37.321233,34.557711,38.486938,34.227846,40.825486,38.646096,35.74837,33.766004,34.153338,33.044541,37.820894,36.798882,36.397745,37.027663,37.785033,38.626128,40.94338,33.703976,38.585826,38.123544,36.687292,36.696759,33.771612,39.449794,39.396585,40.171312,39.381174,35.824572,34.243088,33.17494,36.654614,34.702766,38.494832,36.092975,40.077028,34.14649,32.716007,37.7795,39.099204,33.976753,38.029729,39.075694,38.733908,38.851842,35.989792,39.710591,40.586588,33.936298,38.983388,41.017282,32.71346,38.759751,37.654436,32.774046,32.762506,38.602723,41.5837,40.923558,38.154823,37.171727,34.079934,41.932207,37.449537,40.845738,38.626128,32.677097,38.592745,38.431407,39.117018,41.572813,32.649787,38.508735,41.701223,38.544002,40.825486,40.737431,40.796621,33.975332,39.061227,33.88856,33.254497,38.52576,33.384345,33.313828,37.704267,38.683605,37.99272,33.993991,38.911577,38.067204,37.716186,32.85723,37.329725,34.043144,33.713891,34.061918,37.526791,37.605926,32.698964,33.988543,34.110845,33.958149,34.248061,34.364153,34.050198,38.033219,38.002125,37.959706,38.859093,34.003553,37.277592,34.238162,34.186211,34.099869,33.936291,38.688764,36.993451,34.017697,33.845706,34.066367,38.984756,37.871416,37.171727,36.878364,39.043387,34.106922,38.135897,33.822295,33.819814,33.888323,37.963995,37.878554,33.644585,39.342498,37.84551,37.834341,37.862128,38.104705,33.581045,38.911577,34.282704,38.581354,33.707483,37.546007,33.643095,33.644849,37.656695,37.766556,33.601309,38.287136,33.748478,39.600599,33.848733,40.965011,37.556634,33.924143,37.797526,37.800254,37.687264,34.031441,32.68674,38.169605,34.062125,33.819385,33.119028,38.200231,38.104705,37.776523,34.17211,33.001813,37.828416,33.972119,34.031441,38.018065,39.24124,34.441398,34.457829,34.245289,37.171727,34.297628,37.171727,34.074492,36.186867,38.052209,38.044523,38.227285,37.972662,37.873283,33.990646,34.207295,34.11572,34.177267,38.128087,33.713891,37.818589,37.59485,32.782501,32.807867,40.408796,40.331975,37.5923,37.666587,37.80821,37.827946,34.188339,37.716186,37.971421,36.303666,37.83323,34.248061,37.316807,37.538309,41.962127,35.38381,41.831901,37.760412,41.528541,37.770533,34.223768,32.830852,37.791222,38.838088,38.348884,36.008958,37.380662,36.141319,39.305545,36.047414,34.191842,40.94338,36.596271,41.486953,40.210895,40.485849,34.136367,36.833002,34.157137,34.457005,34.079449,34.244411,33.744119,34.003243,35.449881,38.508735,36.814539,36.798882,39.225634,34.445239,32.762506,38.544002,34.567058,34.659579,38.734997,38.652065,38.672638,38.852544,38.636102,38.830739,34.631362,38.157794,39.381174,34.757477,39.440687,34.162515,39.003358,34.035849,34.066964,34.159007,38.35363,38.608405,35.676978,38.53508,34.737031,36.462671,35.215731,34.659579,39.292334,39.197215,35.916943,38.578604,32.730583,32.555828,39.53222,39.033058,39.281194,32.770393,38.432145,38.470423,37.17277,39.424957,36.798882,33.885499,33.148116,33.924143,39.117537,38.631489,40.448632,40.722733,38.636102,36.739385,33.830431,36.78724,38.683605,34.296574,34.122671,40.582399,38.99003,33.475493,33.832799,40.053159,40.186772,32.695681,40.497441,40.759401,33.920907,36.64152,40.142256,34.04597,40.274302,39.227434,34.264124,34.129677,33.867257,34.702766,33.907361,33.787298,40.372532,34.424926,33.936827,34.341737,32.852947,32.649787,32.697098,32.790282,34.273872,39.182916,33.345825,34.059281,34.062125,33.921793,39.806141,33.537646,37.45567,33.833699,37.454924,37.791222,38.348884,33.972293,34.089927,37.791998,33.927254,33.782346,32.76501,38.460517,33.569186,37.734971,32.787836,38.224869,37.590421,34.127194,32.673483,33.832799,38.265899,34.049841,37.62984,34.052842,34.090925,38.006047,38.035707
False,True,False,False,True,False,False,True,True	39.043387,34.55082,34.358321,32.785165,38.049457,39.075694,37.421299,34.156758,33.782346,37.739113,37.424655,38.625096,33.890046,34.028331,33.927254,39.681488,33.930931,33.678591,37.83726,34.044639,37.758085,40.617614,38.099323,33.736387,37.422961,40.547857,38.954144,38.526941,33.925833,33.914775,32.790282,37.713926,34.103578,37.897743,37.848641,39.084645,32.79697,37.750021,33.764018,34.420998,32.811001,34.1692,38.336216,32.741499,33.015866
False,True,False,False,True,True,False,False,False	38.348884,34.097345,34.127621,34.188339,34.147149,34.150354,34.294142,34.066303,34.128284,33.830099,33.783047,33.940619,33.850504,33.956445,34.002028,34.002642,34.027337,39.24124,41.729079,41.932207,40.759401,41.759864,39.435756,34.097345,39.578792,39.273096,39.562239,39.432127,38.567594,39.197215,38.157794,38.400264,38.803731,34.057256,34.074087,38.830739,34.067932,32.827184,38.69508,32.857946,41.867908,33.200369,33.079834,39.094102,38.505995,38.348884,39.07116,33.25283,38.460517,37.546007,32.741859,32.765299,37.343846,37.40122,33.948558,37.422961,33.345825,37.4695,33.906496,33.53604,38.123544,34.875144,38.049457,37.28682,37.186141,37.031404,35.824572,34.486835,37.233034,37.921137,37.901371,37.863843,37.587494,38.672708,37.827946,37.516791,33.83796,38.013825,34.110124,37.691561,37.684694,35.523991,36.689582,36.722898,35.858054,36.301689,35.215731,36.807595,36.462671,36.041315,37.653947,34.631362,35.842889,35.16207,35.236549,34.438581,35.214982,34.712708,34.404544,34.312945,34.279221,34.360261,33.897253,34.445239,33.818,33.631119,33.477923,33.600987,36.727418,33.707483,37.004068,33.88274,33.739415,36.600185,36.719141,34.358321,36.732694,34.030915,34.255203,36.220761,34.1678,34.559882,33.03679,34.17211,33.763678,37.691561,33.889605,37.266388,32.578103,37.352911,37.624436,37.378541,32.741859,32.72523,37.791998,32.847336,37.746699,32.649787,37.516791,32.605012,34.018354,37.674002,37.708327,34.127621,37.555473,34.17847,34.130992,34.266389,37.676249,34.182378,34.162515,37.59485,34.296574,37.900662,33.823943,33.794209,33.840524,33.887676,33.391181,33.801869,33.850504,33.874224,37.872902,33.830453,34.079449,34.074572,33.86532,33.993991,37.946617,38.326215,34.046174,38.135897,34.065875,38.065359,39.342498,38.240769,41.750354,37.114335,41.924174,40.582399,36.936228,37.03889,37.343827,40.524535,40.336392,37.305622,40.022184,39.933852,38.41935,38.494832,38.542532,38.591134,37.818589,38.833554,38.672638,38.121601,38.392821,41.950683,40.665952,40.342928,38.468893,38.965804,38.801936,34.137412,34.052917,33.885811,33.917145,33.88856,34.037037,33.194742,34.115192,32.832706,32.688506,32.677097,33.945318,33.8681,33.719221,33.823943,33.819814,33.778436,34.2112,34.207295,33.763678,34.422519,34.178068,34.43987,33.849263,34.074087,34.072121,34.038983,34.059722,34.502432,34.89326,34.142747,34.084909,34.153338,34.167465,33.819814,33.897122,33.705836,33.798266,33.887676,33.845706,33.698728,33.940884,34.093781,33.645672,34.074736,33.850452,33.930199,34.043144,33.949255,32.67117,34.227846,34.581308,32.673483,39.559709,39.600599,34.437945,41.924174,40.367964,39.884395,35.846067,41.10831,40.704293,41.5837,35.652242,40.946785,41.171578,35.710244,40.587919,39.117537,40.022184,40.053684,39.748037,39.033058,39.346898,33.362575,38.715498,34.936,35.536115,35.214982,34.712708,38.766036,35.74837,37.375816,38.240419,38.724322,36.523619,37.223,36.719141,38.349195,38.880622,38.384648,38.431407,41.950683,40.210895,40.557314,40.057784,40.854512,38.696659,36.689582,39.305545,36.618337,32.805518,37.789168,38.965804,37.820894,38.394091,37.609095,37.722302,38.013825,33.254497,37.639029,37.361987,37.84771,37.5923,37.902968,38.055562,38.148862,37.803883,37.787186,37.871416,37.284265,37.943087,38.326215,38.060264,37.089111,37.34667,37.350284,37.959706,37.974498,37.902422,37.921034,38.358464,38.184914,38.166791,38.192608,37.147198,33.017518,37.713926,37.526791,37.881842,37.734971,37.529656,37.609095,38.468893,37.776718,37.786031,39.07116,37.421633,37.461251,39.108252,37.57028,38.25485,41.163637,40.170357,36.739385,36.635661,37.223,36.545322,36.452211,38.384648,36.807595,36.64545,36.296851,34.741406,35.358953,35.165668,38.375325,38.419088,38.240419,35.233745,35.392599,36.37559,36.047414,35.184837,36.175255,34.956577,36.385818,38.475465,38.685069,32.957195,40.171312,34.437945,33.141265,34.420998,39.937017,32.948262,34.312945,39.082568,33.787796,33.148116,33.766476,33.786738,39.971228,33.848733,33.60693,41.096569,33.644849,40.586588,41.831901,33.600987,33.458754,40.547857,40.343213,33.796568,33.970661,33.537646,34.122501,40.559177,40.271535,34.89326,38.911577,34.059722,34.278967,34.965648,39.342498,33.973616,34.264124,33.839989,33.680031,33.674583,32.857946,34.088017
False,True,False,False,True,True,False,False,True	34.083086,32.790282,33.745746,32.858595,33.143826,32.673483,32.827184,34.122671,34.145695,33.830099,33.989524,33.960891,34.070291,33.973616,40.345949,40.689243,41.759864,39.84784,39.971228,39.396585,39.12334,38.93706,38.526941,37.329725,37.672906,38.085839,38.071327,37.28682,38.027218,38.035707,36.04533,34.457541,34.037342,34.223244,33.828779,33.482243,35.924252,33.53604,33.762759,32.805518,32.787836,32.71346,34.223768,34.072945,33.952714,34.066303,41.081847,41.759864,39.473896,39.258746,39.732767,38.486938,38.694081,38.489273,38.368744,38.32153,37.980269,37.907777,38.049292,37.386978,37.768881,35.233745,35.869626,33.762351,33.735802,34.508417,32.898613,32.774046,32.857946,32.636792,32.827184,39.134075,38.085839,34.052842,34.066303,34.003243,34.002028,37.387027,34.085807,33.840524,34.55082,34.091829,34.066367,32.578103,33.987945,38.921333,37.669516,34.146957,38.439696,38.636052,38.63153,39.361283,38.339996,32.67117,34.137411,34.1692,34.019323,34.031529,34.005439,34.078821,40.883853,34.13946,40.547857,38.788898,38.71967,38.748316,41.162295,41.388397,32.825086,34.43987,36.460611,36.768774,39.00978,33.964131,37.458367,34.598221,34.757477,36.301689,36.047414,37.83323,37.505768,33.290907,36.205465,39.424957,40.89866,38.556306,34.035602,34.187599,34.084747,36.739385,36.186867,37.680844,39.461768,38.646096,34.422519,37.760412,34.321621,34.255442,34.281911,39.461768,34.370378,34.136306,39.099204,34.178483,33.976753,37.222842,39.493991,34.231053,38.394091,40.656287,33.822295
False,True,False,True,False,False,True,False,True	37.648647,38.749466,35.451402,38.921333,34.200175,34.042286,33.930931,38.549822,38.554383,38.883224,35.861928,37.776523,40.022184,35.676978,33.666301,36.810568,37.34667,34.028331,34.02381,39.745712,40.485849,33.923573,38.489273,39.473896,39.239818,39.333737,32.636792,37.294926,39.125311,34.004379,33.954017,38.010092,37.22565,37.937082,34.903052,37.509366,34.038983,33.798266,35.28952,38.044523,34.167926,32.741499,34.598221,38.911299,41.950683,35.852892,38.047746,38.646096,33.22784,33.847755,34.188339,34.165383,33.762759,34.119363,34.049671,34.441123,34.200175,33.929812,34.13658,33.977468,33.792791,35.916943,35.523991,34.737031,34.127194,41.212695,34.066367,36.527243,34.00709,32.858595,34.95703,34.966777,39.043387,36.478239,36.819628,36.959731,39.061227,38.888351,36.625114,33.833181,37.691561,38.493888,34.018354,41.280341,37.785033,32.808814,33.655421,32.980678,37.900662,37.375156,36.931654,40.656287,36.875409,40.704293,37.99272,37.161544,37.351214,37.013471,37.803883,37.416159,37.736535,37.369709,33.830209,36.878709,35.050345,36.301689
